ZipCode,SalePrice,Acreage,LandValue,BuildingValue,TotalValue,FinishedArea,YearBuilt,Bedrooms,FullBath,HalfBath,Parks Per Zip,Acres of Parks Per Zip,ADA Park in Zip,Sports Fields in Zip,Walk Path in Zip
37076,112000,0.18,22000,41300,63300,1519,1983,4,2,0,2,31.950000000000003,True,False,False
37076,320000,6.02,64400,159400,229200,3210.00007,1974,4,3,0,2,31.950000000000003,True,False,False
37076,166500,0.51,41000,112200,156200,3159,1971,6,4,0,2,31.950000000000003,True,False,False
37076,320000,3,63000,261900,324900,4010.12988,1966,4,2,0,2,31.950000000000003,True,False,False
37076,248000,0.04,27000,121800,148800,2046,1984,3,3,0,2,31.950000000000003,True,False,False
37076,499900,19.87,54966,4800,63366,1545,1920,4,1,0,2,31.950000000000003,True,False,False
37076,220000,0.29,21000,87300,120100,1515.75,1963,3,1,0,2,31.950000000000003,True,False,False
37076,229900,0.3,21000,104200,125200,1511,1963,3,2,0,2,31.950000000000003,True,False,False
37076,130213,0.33,21000,93600,114600,1670.25,1965,3,1,1,2,31.950000000000003,True,False,False
37076,207000,0.22,21000,112200,133200,2027,1965,3,2,0,2,31.950000000000003,True,False,False
37076,115700,0.22,16000,55800,71800,1032,1984,2,2,0,2,31.950000000000003,True,False,False
37076,183000,0.29,27000,116600,143600,2177,1969,4,2,0,2,31.950000000000003,True,False,False
37076,179900,0.42,27000,94400,121400,1326,1973,3,2,0,2,31.950000000000003,True,False,False
37076,200000,0.45,27000,141600,168600,2842,1976,2,2,0,2,31.950000000000003,True,False,False
37076,140000,0.27,21000,85000,106000,1222,1960,3,1,0,2,31.950000000000003,True,False,False
37076,189900,0.41,24000,110300,134300,1620,1963,3,2,0,2,31.950000000000003,True,False,False
37076,245900,0.28,27000,138200,165200,2050,1977,3,2,0,2,31.950000000000003,True,False,False
37076,250000,0.39,22000,218400,240400,2360,1987,3,3,0,2,31.950000000000003,True,False,False
37076,149500,0.27,22000,77200,99200,1066,1982,2,2,0,2,31.950000000000003,True,False,False
37076,187000,0.19,22000,111900,133900,1861.24994,1983,3,2,0,2,31.950000000000003,True,False,False
37076,148942,0.3,22000,77000,100300,1066,1984,3,2,0,2,31.950000000000003,True,False,False
37076,181000,0.37,22000,108200,130200,1575,1983,3,2,0,2,31.950000000000003,True,False,False
37076,120000,0.12,10000,71200,81200,1334,1987,2,1,1,2,31.950000000000003,True,False,False
37076,310000,3.33,72600,134700,207700,1932,1959,3,2,0,2,31.950000000000003,True,False,False
37076,299900,0.34,35000,174700,209700,2900.63997,2001,4,2,1,2,31.950000000000003,True,False,False
37076,315000,2.73,55900,177700,233600,2316,1997,3,2,0,2,31.950000000000003,True,False,False
37076,131000,0.15,19000,84400,103400,1482,1995,3,3,0,2,31.950000000000003,True,False,False
37080,103500,1.03,30000,83000,113000,1250,1972,3,1,0,2,116.78999999999999,True,True,True
37080,119900,1.05,30000,88600,119300,1250,1973,3,1,0,2,116.78999999999999,True,True,True
37080,145000,0.98,30000,111200,141200,1375,1996,3,2,0,2,116.78999999999999,True,True,True
37080,125000,1.18,30000,99200,129200,1790,1971,4,1,0,2,116.78999999999999,True,True,True
37080,184000,1.03,30000,116100,146100,1802,1972,4,2,0,2,116.78999999999999,True,True,True
37080,90000,0.93,30000,64100,95700,1188,1964,3,1,0,2,116.78999999999999,True,True,True
37080,122431,1.07,30000,97100,140700,1569,1972,3,1,0,2,116.78999999999999,True,True,True
37080,160000,0.98,30000,111200,141200,1375,1996,3,2,0,2,116.78999999999999,True,True,True
37080,169900,0.98,30000,115900,145900,1292,1997,3,2,0,2,116.78999999999999,True,True,True
37080,160000,1.06,30000,148700,180000,2904,1967,3,2,0,2,116.78999999999999,True,True,True
37080,195900,1.07,30000,94600,150500,1510,1973,3,1,0,2,116.78999999999999,True,True,True
37115,44000,0.15,18000,63600,81600,1137,1948,2,1,0,3,1001.9100000000001,True,True,True
37115,102900,0.65,23600,77200,102500,1218,1945,3,1,0,3,1001.9100000000001,True,True,True
37115,97500,0.34,18000,74900,95100,1780,1952,3,2,0,3,1001.9100000000001,True,True,True
37115,70000,0.21,20000,81700,101700,1500,1978,3,2,0,3,1001.9100000000001,True,True,True
37115,74000,0.29,18000,54800,72800,1248,1963,4,2,0,3,1001.9100000000001,True,True,True
37115,159900,0.53,48000,174000,222000,2495,1962,4,2,0,3,1001.9100000000001,True,True,True
37115,66120,0.98,27000,80900,107900,1361,1954,2,1,0,3,1001.9100000000001,True,True,True
37115,85000,0.29,21600,63800,85400,1519,1984,4,2,0,3,1001.9100000000001,True,True,True
37115,89900,0.24,21600,70600,92200,1658,1984,4,2,0,3,1001.9100000000001,True,True,True
37115,108500,0.16,18000,74700,92700,1143,1993,3,2,0,3,1001.9100000000001,True,True,True
37115,70000,0.94,32000,90200,122200,1512,1956,2,1,1,3,1001.9100000000001,True,True,True
37115,35000,0.16,16000,42900,58900,849,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,123500,0.23,16000,116900,132900,1283,2012,3,2,0,3,1001.9100000000001,True,True,True
37115,68000,0.25,16000,56700,72700,1355,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,155000,0.75,33000,208900,241900,3678,1985,4,3,0,3,1001.9100000000001,True,True,True
37115,222000,0.69,60000,104700,168900,1716,1939,2,1,0,3,1001.9100000000001,True,True,True
37115,149500,6.49,90500,39000,129800,1024,1930,2,1,0,3,1001.9100000000001,True,True,True
37115,64000,0.18,18000,69200,87200,1097,1988,3,2,0,3,1001.9100000000001,True,True,True
37115,58000,0.18,18000,69900,87900,1110,1988,3,2,0,3,1001.9100000000001,True,True,True
37115,66000,0.37,25000,73300,100600,975,1956,2,1,0,3,1001.9100000000001,True,True,True
37115,105900,0.25,24500,100500,128900,2155.76996,1976,3,2,0,3,1001.9100000000001,True,True,True
37115,110000,1.26,36700,83600,123500,1464,1935,5,1,0,3,1001.9100000000001,True,True,True
37115,85000,0.39,23600,91900,124500,1712,1950,3,1,1,3,1001.9100000000001,True,True,True
37115,86900,0.22,20000,89600,119700,1580,1970,5,2,0,3,1001.9100000000001,True,True,True
37115,129000,0.25,27000,90000,117000,1252,2007,3,3,0,3,1001.9100000000001,True,True,True
37115,79500,0.75,18000,72100,90100,1439,1953,2,1,0,3,1001.9100000000001,True,True,True
37115,90000,0.96,33000,83500,116500,1150,1958,2,1,0,3,1001.9100000000001,True,True,True
37115,33500,0.27,16000,176800,193500,2668,1935,5,2,1,3,1001.9100000000001,True,True,True
37115,160000,0.3,24000,78500,102500,2364,1982,4,2,2,3,1001.9100000000001,True,True,True
37115,160000,0.27,24000,78500,102500,2364,1982,4,2,2,3,1001.9100000000001,True,True,True
37115,225000,1.07,46300,172200,218500,2256,1972,3,3,0,3,1001.9100000000001,True,True,True
37115,131900,1.11,32000,100400,132400,1485,1957,3,2,0,3,1001.9100000000001,True,True,True
37115,60000,0.2,15300,75300,90600,975,1964,3,1,0,3,1001.9100000000001,True,True,True
37115,229900,1.04,35000,118500,175400,2386.98004,1960,3,2,0,3,1001.9100000000001,True,True,True
37115,60000,0.11,15000,60500,75500,1164,1984,2,1,1,3,1001.9100000000001,True,True,True
37115,205000,0.62,35000,166500,201500,2312,1955,4,1,1,3,1001.9100000000001,True,True,True
37115,84900,0.21,20000,66600,87400,1100,1973,3,1,0,3,1001.9100000000001,True,True,True
37115,95000,0.39,24000,81100,105100,1014,1956,2,1,0,3,1001.9100000000001,True,True,True
37115,110000,0.33,24000,84700,108700,1300,1955,3,1,0,3,1001.9100000000001,True,True,True
37115,83300,0.34,24000,134100,158100,1831.20001,1952,3,2,0,3,1001.9100000000001,True,True,True
37115,15000,0.2,16000,60100,85000,793,1948,2,1,0,3,1001.9100000000001,True,True,True
37115,6000,0.27,16000,111500,127500,1185,2014,4,2,0,3,1001.9100000000001,True,True,True
37115,114000,0.85,29000,88800,117800,1378,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,131900,0.35,27000,115800,142800,1357,1998,3,2,0,3,1001.9100000000001,True,True,True
37115,216000,0.94,46300,176900,223200,3321,1973,3,3,1,3,1001.9100000000001,True,True,True
37115,210000,1.02,35000,164500,243300,2148,1960,3,2,0,3,1001.9100000000001,True,True,True
37115,136000,0.91,35000,103300,138300,1559,1960,3,1,1,3,1001.9100000000001,True,True,True
37115,165900,0.46,26000,130900,156900,1707,1993,3,2,1,3,1001.9100000000001,True,True,True
37115,115000,0.9,28000,113100,141100,1797.90002,1955,2,2,0,3,1001.9100000000001,True,True,True
37115,65000,0.2,18000,56100,74100,1431,1979,4,2,0,3,1001.9100000000001,True,True,True
37115,65200,0.22,17000,72600,89600,1612,1983,4,2,0,3,1001.9100000000001,True,True,True
37115,74000,0.19,18000,61900,79900,888,1987,3,1,0,3,1001.9100000000001,True,True,True
37115,140900,0.27,27000,116700,143700,1690,2007,3,2,0,3,1001.9100000000001,True,True,True
37115,130000,0.25,24000,104600,128600,1393,1955,3,1,0,3,1001.9100000000001,True,True,True
37115,97900,0.27,16000,70300,96300,1151,1940,4,1,0,3,1001.9100000000001,True,True,True
37115,79370,0.22,16000,60800,76800,970,1957,2,1,0,3,1001.9100000000001,True,True,True
37115,222500,1.33,38400,199800,243400,2495,1954,4,2,1,3,1001.9100000000001,True,True,True
37115,225000,0.84,48000,145800,193800,1598,1964,3,1,1,3,1001.9100000000001,True,True,True
37115,169900,0.51,25000,121200,147900,1811,1953,3,2,0,3,1001.9100000000001,True,True,True
37115,79900,0.18,18000,58600,76600,875,1990,2,1,0,3,1001.9100000000001,True,True,True
37115,130000,0.68,30000,98900,128900,1207,1958,3,1,0,3,1001.9100000000001,True,True,True
37115,160000,0.73,30000,145600,184700,3250,1962,5,3,0,3,1001.9100000000001,True,True,True
37115,100000,0.98,30000,89600,132300,1378,1958,3,1,1,3,1001.9100000000001,True,True,True
37115,80000,1.01,27200,69500,101800,975,1963,3,1,0,3,1001.9100000000001,True,True,True
37115,130000,0.49,24500,101500,143900,1708,1958,3,2,0,3,1001.9100000000001,True,True,True
37115,87000,0.25,24000,63000,87000,1718,1981,4,2,0,3,1001.9100000000001,True,True,True
37115,199500,1.17,32000,161100,193100,1976,1964,3,3,0,3,1001.9100000000001,True,True,True
37115,180900,0.98,32000,130300,162300,2219.40002,1963,3,2,1,3,1001.9100000000001,True,True,True
37115,140000,0.96,32000,135800,167800,1950,1965,4,2,0,3,1001.9100000000001,True,True,True
37115,190000,0.98,46300,151500,197800,2759,1969,3,2,0,3,1001.9100000000001,True,True,True
37115,85000,0.9,23000,87000,117200,1617,1953,3,1,0,3,1001.9100000000001,True,True,True
37115,36850,0.13,15300,64300,79600,960,1978,3,1,0,3,1001.9100000000001,True,True,True
37115,72000,0.18,17200,76900,94100,1204,1984,2,2,0,3,1001.9100000000001,True,True,True
37115,175000,0.91,35000,118300,153300,2211.25,1960,3,1,1,3,1001.9100000000001,True,True,True
37115,89995,0.18,24000,74600,98600,1105,1989,3,2,0,3,1001.9100000000001,True,True,True
37115,199999,0.52,39000,6800,45900,1004,1963,3,1,0,3,1001.9100000000001,True,True,True
37115,65500,0.42,23600,61200,89900,1110,1930,2,1,0,3,1001.9100000000001,True,True,True
37115,50000,0.19,16000,84500,101300,1295.5,1935,4,1,0,3,1001.9100000000001,True,True,True
37115,95000,0.94,29000,51000,80000,816,1955,2,1,0,3,1001.9100000000001,True,True,True
37115,75100,0.21,16000,63600,83500,1131,1935,2,1,0,3,1001.9100000000001,True,True,True
37115,229000,0.98,35000,138600,192900,2471.60004,1963,3,2,0,3,1001.9100000000001,True,True,True
37115,76500,0.18,16000,51300,67300,1034,1946,3,1,0,3,1001.9100000000001,True,True,True
37115,140000,0.18,16000,106900,122900,1540.5,1941,3,2,0,3,1001.9100000000001,True,True,True
37115,18000,0.44,20000,131800,158800,2558,1955,6,4,0,3,1001.9100000000001,True,True,True
37115,120000,0.23,20000,72800,92800,1349,1977,4,1,1,3,1001.9100000000001,True,True,True
37115,238000,0.59,48000,107800,161500,2292,1940,3,2,0,3,1001.9100000000001,True,True,True
37115,35000,0.84,18800,86100,104900,2235,1979,4,2,0,3,1001.9100000000001,True,True,True
37115,95000,0.61,27000,68200,95200,2128,2000,4,2,0,3,1001.9100000000001,True,True,True
37115,144500,2.38,53600,73200,126800,1470,1948,3,1,0,3,1001.9100000000001,True,True,True
37115,475000,11.74,136300,417100,553400,3929.23999,1997,4,5,0,3,1001.9100000000001,True,True,True
37115,300000,5.08,100100,276000,376100,3092,1986,4,3,0,3,1001.9100000000001,True,True,True
37115,80000,0.35,25000,62800,87800,975,1956,2,1,0,3,1001.9100000000001,True,True,True
37115,70000,0.51,25000,66000,91000,1025,1953,3,1,0,3,1001.9100000000001,True,True,True
37115,119900,1.01,30000,100000,130000,1409,1967,3,1,1,3,1001.9100000000001,True,True,True
37115,161500,0.95,30000,117700,164600,2107,1966,3,2,0,3,1001.9100000000001,True,True,True
37115,118200,0.57,26500,78100,104600,1154,1988,3,2,0,3,1001.9100000000001,True,True,True
37115,54000,0.24,24500,101700,126200,1989,1974,3,2,1,3,1001.9100000000001,True,True,True
37115,96600,0.13,17200,65600,82800,1188,1983,2,1,1,3,1001.9100000000001,True,True,True
37115,96600,0.13,17200,64300,81500,1182,1983,2,1,1,3,1001.9100000000001,True,True,True
37115,169500,1.03,46300,122000,168300,1836,1972,4,2,0,3,1001.9100000000001,True,True,True
37115,120000,0.48,24500,113400,149700,1250,1958,3,2,0,3,1001.9100000000001,True,True,True
37115,105000,0.23,26000,88000,114000,1262,1988,3,2,0,3,1001.9100000000001,True,True,True
37115,210000,0.91,28000,150500,178500,2168.04004,1953,3,2,0,3,1001.9100000000001,True,True,True
37115,189000,0.7,28000,154000,182000,1950,1982,3,2,1,3,1001.9100000000001,True,True,True
37115,123500,1.01,28000,102900,144800,1836,1955,1,1,0,3,1001.9100000000001,True,True,True
37115,98000,0.15,18000,84000,102000,1044,1994,3,2,0,3,1001.9100000000001,True,True,True
37115,65000,0.29,27000,73700,100700,1076,2002,3,2,0,3,1001.9100000000001,True,True,True
37115,65220,0.23,20000,66100,86100,1242,1976,3,1,0,3,1001.9100000000001,True,True,True
37115,172000,0.34,24000,134100,158100,1831.20001,1952,3,2,0,3,1001.9100000000001,True,True,True
37115,108000,0.35,16000,73600,94200,1394,1956,3,1,0,3,1001.9100000000001,True,True,True
37115,82900,0.34,27000,62100,89100,1539,1982,4,2,0,3,1001.9100000000001,True,True,True
37115,102500,0.52,20000,79800,99800,1239,1960,3,1,1,3,1001.9100000000001,True,True,True
37115,70000,0.23,16000,45400,61400,835,1930,2,1,1,3,1001.9100000000001,True,True,True
37115,135000,1.29,29700,79000,114500,1269,1956,3,2,0,3,1001.9100000000001,True,True,True
37115,149500,0.35,27000,92900,119900,1734,1987,3,2,0,3,1001.9100000000001,True,True,True
37115,172000,0.98,30000,122700,162400,2223,1962,3,2,0,3,1001.9100000000001,True,True,True
37115,215000,1.01,37000,161800,198800,2157,1981,2,2,0,3,1001.9100000000001,True,True,True
37115,129900,0.96,32000,95100,130200,1400,1962,3,1,1,3,1001.9100000000001,True,True,True
37115,57500,1.08,35000,101500,136500,2300.30994,1958,3,1,1,3,1001.9100000000001,True,True,True
37115,180000,0.98,40000,164300,204300,3065.10001,1959,4,2,1,3,1001.9100000000001,True,True,True
37115,222000,0.67,34000,299400,353200,3197.12,1935,4,2,0,3,1001.9100000000001,True,True,True
37115,47871,0.21,18000,55800,75800,936,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,78900,0.19,18000,74300,92300,1320,1956,3,1,0,3,1001.9100000000001,True,True,True
37115,65500,0.2,18000,54100,72900,850,1964,3,1,0,3,1001.9100000000001,True,True,True
37115,67646,0.16,16000,67800,87200,1054,1989,3,2,0,3,1001.9100000000001,True,True,True
37115,155000,0.84,40000,136300,176300,1884,1964,3,2,0,3,1001.9100000000001,True,True,True
37115,99500,0.29,24000,81500,105500,1014,1960,3,1,0,3,1001.9100000000001,True,True,True
37115,93000,0.44,20000,111900,131900,2059,1963,4,2,0,3,1001.9100000000001,True,True,True
37115,70000,0.94,35000,91400,126800,1813,1956,3,1,1,3,1001.9100000000001,True,True,True
37115,85000,0.34,16000,88000,114500,1046,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,109900,0.25,16000,69300,85300,1064,1935,3,1,1,3,1001.9100000000001,True,True,True
37115,84900,0.16,16000,87400,103400,1170,2001,3,2,0,3,1001.9100000000001,True,True,True
37115,88000,0.24,21600,63800,85400,1519,1984,4,2,0,3,1001.9100000000001,True,True,True
37115,115000,0.29,18000,83200,101200,1269,1989,3,2,0,3,1001.9100000000001,True,True,True
37115,105000,0.18,18000,78200,96200,1068,1989,3,2,0,3,1001.9100000000001,True,True,True
37115,160000,0.35,27000,92600,119600,1597,1992,3,3,0,3,1001.9100000000001,True,True,True
37115,94000,0.41,25000,67000,92000,975,1956,2,1,0,3,1001.9100000000001,True,True,True
37115,145000,1.07,30000,108700,138700,1900,1960,4,2,0,3,1001.9100000000001,True,True,True
37115,64900,0.15,15300,81600,97900,1031,1983,3,1,1,3,1001.9100000000001,True,True,True
37115,88000,0.43,24000,91000,115000,1350,1950,3,1,0,3,1001.9100000000001,True,True,True
37115,155000,0.95,28000,141500,169500,2901.75,1956,2,1,0,3,1001.9100000000001,True,True,True
37115,95000,0.21,20000,64000,84500,1100,1971,3,1,0,3,1001.9100000000001,True,True,True
37115,40000,0.16,16000,54000,70000,814,1940,2,1,0,3,1001.9100000000001,True,True,True
37115,140000,1.01,35000,99600,134600,1323,1955,3,1,1,3,1001.9100000000001,True,True,True
37115,80000,0.25,16000,70100,86100,1225,1950,3,1,0,3,1001.9100000000001,True,True,True
37115,90000,0.24,16000,105600,121600,1360,1999,3,2,0,3,1001.9100000000001,True,True,True
37115,82500,0.23,16000,95900,111900,1926,1960,5,3,0,3,1001.9100000000001,True,True,True
37115,30000,0.2,16000,47500,63500,768,1948,2,1,0,3,1001.9100000000001,True,True,True
37115,135000,0.76,20000,115600,139800,1766,1944,4,2,0,3,1001.9100000000001,True,True,True
37115,187000,1.14,38400,159500,197900,2572,1951,4,2,0,3,1001.9100000000001,True,True,True
37115,40000,0.27,16000,45600,61600,806,1940,2,1,0,3,1001.9100000000001,True,True,True
37115,94500,0.47,24500,71300,95800,2016,1997,5,3,0,3,1001.9100000000001,True,True,True
37115,245000,1.03,35000,141700,176700,1948,1955,4,2,0,3,1001.9100000000001,True,True,True
37115,78375,0.27,13600,90900,104500,2132,1976,4,4,0,3,1001.9100000000001,True,True,True
37115,15000,0.38,23600,129600,153200,1582.5,2015,3,2,1,3,1001.9100000000001,True,True,True
37115,100000,0.26,20000,86000,108500,1150,1967,3,1,1,3,1001.9100000000001,True,True,True
37115,87900,0.87,18000,90200,111200,912,1950,3,1,0,3,1001.9100000000001,True,True,True
37115,115000,0.32,23800,53600,77800,900,1968,3,1,0,3,1001.9100000000001,True,True,True
37115,80000,0.34,23800,60100,84900,1067,1940,3,1,0,3,1001.9100000000001,True,True,True
37115,70000,0.23,14400,123100,137500,1331,1981,3,1,0,3,1001.9100000000001,True,True,True
37115,115000,0.22,27000,90600,117600,1240,2007,3,2,0,3,1001.9100000000001,True,True,True
37115,134900,0.46,27000,97700,124700,1244,2013,3,2,0,3,1001.9100000000001,True,True,True
37115,52500,0.29,16000,52600,68600,850,1958,2,1,0,3,1001.9100000000001,True,True,True
37115,78000,0.34,16000,72400,89800,1140,1950,2,2,0,3,1001.9100000000001,True,True,True
37115,112900,1.03,29000,58300,87300,1025,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,106000,1.24,29000,64200,104300,1175,1958,2,1,0,3,1001.9100000000001,True,True,True
37115,85000,0.37,16000,50600,71600,1036,1945,2,1,0,3,1001.9100000000001,True,True,True
37115,121000,0.57,26400,111600,138000,2008,1950,4,1,0,3,1001.9100000000001,True,True,True
37115,230000,1.46,32000,157900,207100,1928.25,1945,3,1,1,3,1001.9100000000001,True,True,True
37115,119900,0.23,21600,101900,123500,1597,1987,3,2,0,3,1001.9100000000001,True,True,True
37115,150000,1.28,29700,131100,160800,2451,1959,3,3,0,3,1001.9100000000001,True,True,True
37115,125000,0.48,25000,90600,115600,1190,1952,2,1,0,3,1001.9100000000001,True,True,True
37115,112900,0.17,18000,90000,108000,1269,1989,2,2,0,3,1001.9100000000001,True,True,True
37115,151500,0.94,30000,93200,136800,1762,1963,3,2,0,3,1001.9100000000001,True,True,True
37115,130000,0.24,24500,101700,126200,1989,1974,3,2,1,3,1001.9100000000001,True,True,True
37115,30000,0.14,15300,34500,49800,768,1959,3,1,0,3,1001.9100000000001,True,True,True
37115,238000,0.98,35000,170300,205300,3224,1960,4,3,0,3,1001.9100000000001,True,True,True
37115,80000,0.26,14000,70100,84100,1152,1983,2,2,0,3,1001.9100000000001,True,True,True
37115,115000,0.25,20000,94000,114700,1225,1964,3,2,0,3,1001.9100000000001,True,True,True
37115,45500,0.22,18000,50600,80300,792,1955,2,1,0,3,1001.9100000000001,True,True,True
37115,115000,0.39,23600,102500,126100,1344,1950,2,2,0,3,1001.9100000000001,True,True,True
37115,52500,0.22,16000,54300,70900,1044,1935,2,1,0,3,1001.9100000000001,True,True,True
37115,16500,0.16,16000,36200,52200,739,1940,2,1,0,3,1001.9100000000001,True,True,True
37115,20500,0.08,8000,18400,28600,504,1935,1,1,0,3,1001.9100000000001,True,True,True
37115,53000,0.22,16000,61000,83400,1105,1945,2,1,0,3,1001.9100000000001,True,True,True
37115,46000,0.34,16000,65100,92900,1520,1936,3,1,0,3,1001.9100000000001,True,True,True
37115,26691,0.26,16000,46500,63700,995,1948,3,1,0,3,1001.9100000000001,True,True,True
37115,22000,0.35,16000,20000,36000,825,1948,2,1,0,3,1001.9100000000001,True,True,True
37115,110000,0.41,20000,74100,94100,1467,1935,3,1,0,3,1001.9100000000001,True,True,True
37115,127500,0.5,25000,109500,135300,1732,1957,2,2,0,3,1001.9100000000001,True,True,True
37115,110000,0.8,25000,90600,115600,1408,1956,2,1,0,3,1001.9100000000001,True,True,True
37115,129500,0.36,27000,107100,134100,1642,1971,3,2,0,3,1001.9100000000001,True,True,True
37115,250000,1.38,56300,173900,230900,2991.44998,1987,3,3,1,3,1001.9100000000001,True,True,True
37115,310000,1.46,60000,216500,276500,2382,2011,3,2,0,3,1001.9100000000001,True,True,True
37115,105000,1.1,30000,156800,198100,2923,1973,3,3,0,3,1001.9100000000001,True,True,True
37115,143000,0.71,30000,99700,129700,1869,1958,3,2,0,3,1001.9100000000001,True,True,True
37115,177900,0.84,30000,101200,150200,2568.11997,1958,4,1,1,3,1001.9100000000001,True,True,True
37115,169900,0.87,28000,119900,165500,2178,1958,3,1,1,3,1001.9100000000001,True,True,True
37115,88000,0.13,17200,77600,94800,1204,1984,2,2,0,3,1001.9100000000001,True,True,True
37115,271900,0.92,35000,213300,272300,3888,1960,4,3,0,3,1001.9100000000001,True,True,True
37115,116500,0.56,34000,137200,173200,2700,1974,3,2,0,3,1001.9100000000001,True,True,True
37115,159900,0.61,35000,117800,152800,1779.81,1960,3,2,0,3,1001.9100000000001,True,True,True
37115,169900,0.96,35000,168000,203000,2060.5,1948,3,2,0,3,1001.9100000000001,True,True,True
37115,159900,0.93,28000,106100,134100,1583,1953,2,1,1,3,1001.9100000000001,True,True,True
37115,145000,0.9,28000,113100,141100,1797.90002,1955,2,2,0,3,1001.9100000000001,True,True,True
37115,35000,0.22,17000,48500,67400,672,1950,2,1,0,3,1001.9100000000001,True,True,True
37115,59901,0.44,22300,83200,110900,1034,1925,3,1,0,3,1001.9100000000001,True,True,True
37115,41500,0.34,18000,53300,74900,833,1938,2,1,0,3,1001.9100000000001,True,True,True
37115,49000,0.2,20000,71800,92300,1260,1972,3,1,0,3,1001.9100000000001,True,True,True
37115,32000,0.2,17000,41700,58700,880,1963,3,1,0,3,1001.9100000000001,True,True,True
37115,103000,0.2,20000,115000,138300,1795,1972,3,1,0,3,1001.9100000000001,True,True,True
37115,141000,0.34,23800,116900,141600,1772,1979,3,2,0,3,1001.9100000000001,True,True,True
37115,66000,0.21,16000,54400,70400,757,1935,2,1,0,3,1001.9100000000001,True,True,True
37115,61000,0.25,20000,79300,99300,1456,1976,3,3,0,3,1001.9100000000001,True,True,True
37115,195000,0.95,35000,132400,167400,1991,1953,4,2,0,3,1001.9100000000001,True,True,True
37115,129000,0.28,24000,93400,131600,1299,1955,2,1,0,3,1001.9100000000001,True,True,True
37115,215000,1.03,35000,138900,173900,1906,1955,3,2,0,3,1001.9100000000001,True,True,True
37115,67200,0.3,16000,57100,73100,1117,1940,3,1,0,3,1001.9100000000001,True,True,True
37115,71426,0.2,16000,67100,89900,925,1960,2,1,0,3,1001.9100000000001,True,True,True
37115,49900,0.39,27000,45800,72800,910,1940,2,1,0,3,1001.9100000000001,True,True,True
37115,9794,0.59,29000,148800,177800,1864,2014,3,2,0,3,1001.9100000000001,True,True,True
37115,109000,0.37,27000,115500,158500,2091,1971,3,1,1,3,1001.9100000000001,True,True,True
37115,47346,0.27,16000,176800,193500,2668,1935,5,2,1,3,1001.9100000000001,True,True,True
37115,85000,0.17,18000,87400,105400,1200,2006,3,2,0,3,1001.9100000000001,True,True,True
37115,163000,0.95,30000,129200,159200,2419.20001,1966,3,2,0,3,1001.9100000000001,True,True,True
37115,116000,0.17,15300,113200,129300,1860,1965,2,2,0,3,1001.9100000000001,True,True,True
37115,99611,0.54,28000,174800,202800,1967,1955,3,2,1,3,1001.9100000000001,True,True,True
37115,141500,0.94,28000,106500,137500,1393,1955,2,2,0,3,1001.9100000000001,True,True,True
37115,95000,0.46,23600,92700,116300,1710,1946,3,1,0,3,1001.9100000000001,True,True,True
37115,84500,0.26,18000,64200,87100,1256,1950,4,1,0,3,1001.9100000000001,True,True,True
37115,118900,0.27,24000,89400,113400,1391,1955,3,1,0,3,1001.9100000000001,True,True,True
37115,40900,0.42,16000,45700,61700,814,1945,2,1,0,3,1001.9100000000001,True,True,True
37115,28000,0.48,16000,37600,53600,720,1940,2,1,1,3,1001.9100000000001,True,True,True
37115,110000,0.96,33000,94900,129600,1493,1954,2,1,0,3,1001.9100000000001,True,True,True
37115,30000,1.23,25000,77700,102700,1000,1963,3,1,0,3,1001.9100000000001,True,True,True
37115,80000,0.62,26000,75200,101800,1616,1880,3,1,0,3,1001.9100000000001,True,True,True
37115,86500,0.2,17000,72300,91400,1512,1981,4,2,0,3,1001.9100000000001,True,True,True
37115,62500,0.19,18000,68800,86800,1188,1948,3,1,0,3,1001.9100000000001,True,True,True
37115,119000,0.66,18000,110800,128800,1344,1941,3,2,1,3,1001.9100000000001,True,True,True
37115,129900,0.33,27000,79100,106500,1273,1958,2,1,0,3,1001.9100000000001,True,True,True
37115,142000,0.42,24000,83600,120600,1381,1950,3,1,0,3,1001.9100000000001,True,True,True
37115,15000,0.43,21600,94600,117200,1084,1957,3,1,1,3,1001.9100000000001,True,True,True
37115,50000,0.2,16000,44100,62800,816,1940,2,1,0,3,1001.9100000000001,True,True,True
37115,138000,0.97,33000,137900,179400,2402,1958,3,2,0,3,1001.9100000000001,True,True,True
37115,133100,0.97,27500,122100,162200,1912,1953,3,2,0,3,1001.9100000000001,True,True,True
37115,102500,0.48,25000,79800,104800,1209,1952,2,1,0,3,1001.9100000000001,True,True,True
37115,52000,0.47,18800,86100,104900,2235,1979,4,2,0,3,1001.9100000000001,True,True,True
37115,94500,0.17,18000,71000,89600,1152,1987,3,2,0,3,1001.9100000000001,True,True,True
37115,149900,0.36,27000,114100,145100,2413.5,1991,4,3,0,3,1001.9100000000001,True,True,True
37115,89900,0.2,18000,57900,75900,984,1988,3,1,0,3,1001.9100000000001,True,True,True
37115,181400,0.95,30000,110800,140800,2025,1960,3,1,1,3,1001.9100000000001,True,True,True
